代码,名称,AB股总市值,B股(或A),H股,上市日期,买量,人均市值,人均持股,今开,公积金,内外比,内盘,净利润,净利润率%%,净益率%%,净资产,利润同比%%,利润总额,卖量,固定资产,地区,均价,外盘,存货,少数股权,市净率,市现率,市盈(动),市销率,应收帐款,强弱度%%,总现金流,总股本(万),总资产(万),总金额,投资收益,振幅%%,换手%%,收入同比%%,无形资产,昨收,最低,最高,未分利润,未匹配量,权益比,每笔均量,每笔换手,每股公积,每股净资,每股收益,每股未分配,活跃度,流动负债,流动资产,流通市值,流通股本(万),涨速%%,税后利润,细分行业,经营现金流,股东人数,营业利润,营业利润率%%,营业成本,营业收入,调整后净资,财务更新,资产负债率%%,量比,销售毛利率%%
002121,科陆电子,         77.75亿,0.0,0.0,20070306.0,0.0,10.78万,6599.0,--  ,100060.52,--  ,0.0,6831.02,7.35,          3.12㈡,219250.72,20.68,7185.87,0.0,232560.91,深圳,16.33,0.0,51926.0,3471.91,3.55,-24.81,56.91,8.36,149446.13,1.06,10706.82,47609.3,636511.38,0.0,31.11,0.0,0.0,34.83,15844.62,16.33,--  ,--  ,65535.51,--  ,34.45,--  ,--  ,2.1,4.61,0.160㈡,1.38,0.0,298549.59,303826.13,         43.85亿,26855.18,--  ,6921.52,电器仪表,-31330.65,40695.0,5411.7,5.82,62710.15,92981.63,0.0,20150818.0,65.01,0.0,32.56
002122,天马股份,         72.94亿,0.0,0.0,20070328.0,423.0,6.08万,9902.0,6.1,102840.2,1.03,63615.0,3253.63,2.99,          0.69㈡,473733.81,59.91,5658.47,163.0,205473.09,浙江,6.31,61911.0,194315.94,23633.4,1.54,75.2,112.1,6.71,116143.32,-2.25,1841.13,118800.0,750554.06,79174432.0,252.0,10.24,1.17,3.03,35292.65,6.35,5.96,6.61,225414.63,--  ,63.12,46.0,0.0004,0.87,3.99,0.027㈡,1.9,2756.0,176859.13,471131.69,         65.88亿,107293.15,-0.48,3558.59,机械基件,9700.46,108351.0,1459.1,1.34,87563.95,108764.61,0.0,20150818.0,33.73,0.65,19.49
002123,荣信股份,         63.25亿,0.0,0.0,20070328.0,12.0,10.95万,8724.0,12.15,41398.23,0.98,117002.0,2661.82,3.51,          1.45㈡,183106.11,134.76,2998.95,876.0,67622.25,辽宁,13.13,118832.0,52731.55,3517.4,3.45,-113.29,118.81,8.35,137182.88,-5.98,-1627.99,50400.0,368364.81,309740448.0,-627.35,16.52,5.18,44.87,5169.28,13.5,12.15,14.38,78009.53,--  ,49.71,69.0,0.0015,0.82,3.63,0.053㈡,1.55,3401.0,116938.3,271417.47,         57.10亿,45495.42,-1.02,2943.2,电气设备,-5582.99,52148.0,-1439.31,-1.9,48460.51,75731.38,0.0,20150826.0,49.34,0.93,36.01
002124,天邦股份,         36.51亿,0.0,0.0,20070403.0,120.0,20.61万,11776.0,16.93,3289.76,0.53,27658.0,-2120.0,-2.08,         -3.94㈡,53795.61,28.31,-1924.75,127.0,66073.4,浙江,18.13,51786.0,35634.95,6284.41,6.79,48.3,--  ,3.58,12585.1,-5.9,-2104.06,20861.0,185375.55,144042624.0,1353.37,12.6,5.39,-19.12,8578.75,18.81,16.93,19.3,26366.68,--  ,29.02,53.0,0.0036,0.16,2.58,-0.102㈡,1.26,1498.0,125101.38,81355.72,         25.81亿,14747.65,-1.01,-2400.26,饲料,7558.88,12524.0,-2065.81,-2.03,86930.25,101996.43,0.0,20150825.0,67.59,1.61,14.77
002125,湘潭电化,         22.08亿,0.0,0.0,20070403.0,188.0,14.94万,10955.0,13.95,26739.98,1.39,40094.0,142.57,0.45,          0.34㈡,41490.9,-70.9,324.46,77.0,86498.4,湖南,13.98,28826.0,23625.63,2862.48,5.32,91.84,774.2,6.96,18967.1,-8.85,717.55,16184.4,193675.66,96357640.0,21.69,10.96,4.95,-0.51,10633.53,15.14,13.63,15.29,-3073.7,--  ,21.42,32.0,0.0023,1.65,2.56,0.009㈡,-0.19,2139.0,95904.03,69658.13,         18.98亿,13913.05,0.07,151.99,化工原料,2403.82,12700.0,175.69,0.55,25251.78,31727.05,0.0,20150823.0,77.1,0.77,20.41
002126,银轮股份,         41.82亿,0.0,0.0,20070418.0,828.0,17.00万,14659.0,11.51,79367.36,1.03,35712.0,10445.37,7.35,          5.47㈡,191091.81,27.79,13724.47,3.0,82569.68,浙江,11.89,34654.0,56933.38,16277.27,2.19,121.09,20.02,2.94,81942.75,-2.03,-279.76,36054.0,380975.75,83637824.0,253.58,10.11,2.34,18.31,21671.25,11.97,11.31,12.52,68312.63,--  ,50.16,45.0,0.0015,2.2,5.3,0.300㈡,1.89,1572.0,116796.9,207119.3,         34.81亿,30011.51,0.95,11091.75,汽车配件,3453.83,20473.0,12930.58,9.1,105967.42,142119.22,0.0,20150827.0,45.57,0.66,25.44
002127,新民科技,         55.85亿,0.0,0.0,20070418.0,0.0,30.85万,24664.0,--  ,30303.96,--  ,0.0,615.2,3.17,          1.37㈡,44912.01,103.4,746.16,0.0,7084.35,江苏,12.51,0.0,9508.8,2463.62,12.44,301.8,453.93,28.8,4482.1,1.06,-24320.92,44645.89,54786.86,0.0,213.46,0.0,0.0,-82.2,695.73,12.51,--  ,--  ,-34348.06,--  ,81.98,--  ,--  ,0.68,1.01,0.014㈡,-0.77,0.0,7377.25,38963.21,         55.85亿,44645.89,--  ,742.7,纺织,1850.64,18102.0,268.32,1.38,17143.24,19393.81,0.0,20150822.0,13.53,0.0,11.6
002128,露天煤业,        157.72亿,0.0,0.0,20070418.0,60.0,22.67万,23494.0,8.34,122420.82,1.3,85971.0,39457.6,15.05,          4.53㈡,870869.69,19.24,45152.14,7023.0,775494.0,内蒙,9.11,66372.0,44052.75,5225.62,1.81,37.06,19.99,6.02,194375.81,5.27,-17190.1,163437.84,1387401.63,138734976.0,4957.72,14.15,1.15,-9.47,64753.28,9.26,8.34,9.65,501758.25,--  ,62.77,62.0,0.0005,0.75,5.33,0.241㈡,3.07,2473.0,384630.91,372280.72,        128.02亿,132668.17,0.83,39580.71,煤炭开采,42559.4,56468.0,45337.46,17.29,169645.02,262149.66,0.0,20150728.0,36.85,1.42,35.29
002129,中环股份,        247.31亿,0.0,0.0,20070420.0,0.0,32.56万,30228.0,10.8,377394.16,0.89,195849.0,9335.61,3.7,          1.41㈡,663002.38,33.19,13338.95,20116.0,463307.25,天津,11.25,220486.0,190864.7,14784.25,3.73,208.55,132.45,9.8,95490.05,-8.97,56540.51,229626.02,1620132.63,468198400.0,678.68,11.7,2.61,5.49,16507.92,11.97,10.77,12.17,52267.15,--  ,40.92,110.0,0.0007,1.64,2.89,0.041㈡,0.23,3784.0,551246.69,648041.38,        171.60亿,159333.77,0.0,10108.41,半导体,11858.19,52711.0,7037.37,2.79,223847.3,252279.2,0.0,20150828.0,58.16,0.62,11.27
002130,沃尔核材,         79.09亿,0.0,0.0,20070420.0,2150.0,5.16万,3715.0,13.55,2595.16,1.06,234905.0,36316.03,51.1,         20.98㈡,173089.41,820.99,37838.01,2000.0,74332.81,深圳,14.37,222166.0,28697.4,1651.76,4.57,-1752.84,10.89,11.13,46463.35,-6.65,11578.12,56938.8,342281.78,656587264.0,33696.3,14.82,11.81,1.12,13708.34,15.05,13.55,15.78,83268.71,--  ,50.57,108.0,0.0028,0.05,3.04,0.638㈡,1.46,4232.0,121471.72,116362.01,         53.77亿,38710.87,-0.85,36255.9,电气设备,-451.2,104215.0,37168.35,52.3,50257.75,71064.52,0.0,20150829.0,48.95,1.08,29.28
002131,利欧股份,        134.81亿,0.0,0.0,20070427.0,0.0,50.32万,43833.0,11.77,91005.31,0.9,175747.0,15510.32,7.92,          7.25㈡,214021.55,23.67,18936.3,3266.0,43961.85,浙江,11.89,195195.0,35842.67,8988.71,6.3,74.18,43.46,6.88,152209.97,-8.97,-3916.05,117427.34,440331.31,440984448.0,265.23,15.05,6.0,58.48,23169.45,12.76,11.48,13.4,74229.17,--  ,48.6,97.0,0.0016,0.77,1.82,0.132㈡,0.63,3818.0,180818.94,239181.72,         70.99亿,61839.48,0.0,16568.9,农用机械,18172.06,14108.0,16349.19,8.35,148474.41,195898.5,0.0,20150820.0,49.35,0.77,24.21
002132,恒星科技,         35.74亿,0.0,0.0,20070427.0,756.0,3.66万,7227.0,5.1,59346.88,0.96,74153.0,2595.15,3.14,          1.43㈡,180963.92,21.57,2910.62,1107.0,109543.52,河南,5.19,77496.0,30519.51,4037.76,1.98,41.72,68.86,4.32,61218.4,-4.89,12926.66,70636.28,329801.19,78752800.0,35.88,11.34,3.21,-2.2,14012.05,5.38,4.99,5.6,43270.09,--  ,54.87,55.0,0.0012,0.84,2.56,0.037㈡,0.61,2733.0,121177.36,172166.77,         23.94亿,47312.46,-0.39,2674.93,钢加工,8567.75,65469.0,2089.53,2.52,67656.18,82760.11,0.0,20150808.0,43.91,0.78,18.25
002133,广宇集团,         45.98亿,0.0,0.0,20070427.0,0.0,6.74万,11340.0,6.1,82878.63,1.13,252666.0,-261.68,-0.45,         -0.09㈡,278730.72,-118.81,-307.93,13038.0,2006.82,浙江,6.18,222747.0,665816.19,46931.28,1.65,8.2,--  ,7.87,325.51,-8.94,17570.47,77414.4,872271.0,293812608.0,241.71,10.0,9.66,122.88,1074.04,6.6,5.94,6.6,103905.06,--  ,31.95,128.0,0.0026,1.07,3.6,-0.003㈡,1.34,3700.0,408192.91,820514.06,         29.22亿,49196.67,0.0,-28.01,全国地产,56068.0,43384.0,-306.98,-0.53,50235.53,58463.25,0.0,20150828.0,62.67,0.8,14.07
002134,天津普林,         18.02亿,0.0,0.0,20070516.0,5.0,12.58万,17156.0,7.2,30227.06,1.06,24804.0,-1915.61,-9.49,         -3.47㈡,55150.65,-235.68,-1926.55,41.0,26662.55,天津,7.51,23441.0,12050.08,-6.91,3.27,315.85,--  ,8.93,13241.9,-3.5,493.5,24584.98,76506.07,36224420.0,1.23,10.29,1.96,-20.23,1032.37,7.68,7.19,7.98,-1747.49,--  ,72.09,42.0,0.0017,1.23,2.24,-0.078㈡,-0.07,1147.0,19398.36,36245.2,         18.02亿,24584.98,0.41,-1916.17,元器件,570.55,14330.0,-2023.23,-10.02,20144.67,20182.92,0.0,20150826.0,27.92,0.6,0.19
002135,东南网架,         53.30亿,0.0,0.0,20070530.0,1545.0,9.75万,13689.0,7.3,52949.55,0.92,81271.0,3945.81,1.84,          2.08㈡,189554.16,-13.56,5363.87,2125.0,116219.02,浙江,7.43,88428.0,269056.19,2736.58,2.81,-67.31,67.54,2.49,196810.41,-7.07,17236.45,74860.0,894808.19,126009944.0,0.0,12.9,2.53,13.53,15247.74,7.75,7.05,8.05,54593.11,--  ,21.18,56.0,0.0008,0.71,2.53,0.053㈡,0.73,3039.0,653935.5,662014.44,         47.79亿,67119.45,-0.14,3989.65,建筑施工,-7919.12,49031.0,5199.43,2.42,188265.13,214467.22,0.0,20150825.0,78.51,0.56,12.22
002136,安 纳 达,         25.54亿,0.0,0.0,20070530.0,46.0,13.54万,11395.0,11.0,35026.01,1.34,94989.0,-2131.06,-6.52,         -3.72㈡,57332.07,-24.5,-2499.2,135.0,62399.03,安徽,11.76,70914.0,18754.7,348.45,4.46,562.59,--  ,7.81,7891.31,11.06,373.82,21502.0,107127.67,195094240.0,0.0,8.98,7.78,-12.86,4383.49,10.8,10.91,11.88,-609.87,--  ,53.52,76.0,0.0036,1.63,2.67,-0.099㈡,-0.03,2178.0,48668.84,36785.1,         25.34亿,21329.75,0.0,-2134.54,化工原料,454.05,18719.0,-2584.68,-7.91,31582.8,32689.85,0.0,20150825.0,46.16,1.86,3.39
002137,实 益 达,         53.05亿,0.0,0.0,20070613.0,0.0,18.15万,15779.0,--  ,10952.25,--  ,0.0,175.91,0.91,          0.35㈡,50393.65,-31.36,181.64,0.0,11554.45,深圳,11.5,0.0,3229.43,923.47,10.53,68.94,1507.76,27.48,5566.18,1.06,3492.08,46127.0,64152.8,0.0,4.28,0.0,0.0,-2.2,10027.26,11.5,--  ,--  ,-7919.18,--  ,78.55,--  ,--  ,0.24,1.09,0.004㈡,-0.17,0.0,12636.9,30845.47,         29.36亿,25532.83,--  ,180.78,元器件,7694.49,16182.0,96.92,0.5,16582.84,19303.95,0.0,20150825.0,20.01,0.0,14.1
002138,顺络电子,         69.87亿,0.0,0.0,20070613.0,50.0,11.25万,11932.0,8.81,84069.38,1.02,112485.0,11848.12,20.47,          5.24㈡,226203.72,12.73,12199.32,190.0,130249.31,深圳,9.73,110017.0,21530.65,40.1,3.09,45.15,29.49,12.07,39814.62,-2.22,25753.85,74093.88,312949.91,216402688.0,-22.18,16.31,3.06,5.75,8630.55,9.75,8.8,10.39,58877.9,--  ,72.28,68.0,0.0009,1.13,3.05,0.160㈡,0.79,3275.0,68558.68,116364.22,         68.54亿,72678.57,-0.52,11757.62,元器件,15474.7,60911.0,11660.71,20.14,36732.65,57888.73,0.0,20150731.0,27.71,0.78,36.55
002139,拓邦股份,         32.66亿,0.0,0.0,20070629.0,18.0,7.32万,5476.0,13.34,36286.89,1.06,67887.0,3729.01,5.98,          4.18㈡,89296.06,59.78,3974.15,473.0,16682.45,深圳,14.09,64281.0,15688.9,425.51,3.66,302.66,43.79,5.23,32984.84,-7.86,7818.27,24426.21,138584.81,186268256.0,66.97,13.76,8.15,23.5,8323.75,14.68,13.32,15.34,24100.25,--  ,64.43,44.0,0.0027,1.49,3.66,0.160㈡,0.99,3016.0,48245.25,96480.9,         21.67亿,16210.46,-0.37,3695.61,元器件,1079.03,29602.0,3780.03,6.06,51039.1,62391.48,0.0,20150805.0,35.26,0.79,18.2
002140,东华科技,         72.53亿,0.0,0.0,20070712.0,275.0,49.28万,30306.0,15.04,9062.87,1.17,27721.0,8108.55,8.11,          4.31㈡,188040.3,-16.08,9570.67,1.0,24337.5,安徽,15.48,23777.0,237934.27,1107.29,3.86,-44.26,44.72,7.25,55055.5,3.32,-20968.48,44603.44,686563.56,79738312.0,285.9,11.64,1.18,5.55,7063.85,15.9,14.41,16.26,116167.5,--  ,27.39,35.0,0.0008,0.2,4.22,0.182㈡,2.6,1453.0,497415.94,631059.31,         71.11亿,43731.8,0.93,8122.31,建筑施工,-16387.88,14430.0,9547.07,9.55,81470.28,100020.67,0.0,20150829.0,72.45,0.91,18.55
002141,蓉胜超微,         26.28亿,0.0,0.0,20070720.0,50.0,28.04万,19408.0,14.49,6128.31,0.68,17535.0,-182.63,-0.43,         -0.61㈡,29935.38,-647.19,-148.57,850.0,19893.65,广东,14.36,25777.0,11363.21,2632.49,8.78,113.41,--  ,6.25,16690.39,-3.69,-1929.9,18188.8,57559.73,62212640.0,-4.53,8.11,2.38,-10.93,698.53,15.17,13.93,15.16,3898.68,--  ,52.01,53.0,0.0029,0.34,1.65,-0.010㈡,0.21,814.0,24512.73,35607.8,         26.28亿,18188.8,2.33,-128.13,元器件,2317.55,9372.0,-366.92,-0.87,37838.15,42077.09,0.0,20150824.0,43.42,0.82,10.07
002142,宁波银行,        478.89亿,0.0,0.0,20070719.0,157423.0,30.27万,24647.0,11.9,1059820.13,1.35,593236.0,355170.0,39.43,          9.34㈡,3801534.5,15.09,443690.31,452.0,334535.31,浙江,12.22,437867.0,0.0,8883.1,1.26,1.25,6.74,5.32,0.0,-0.07,-1331418.0,389979.41,65731256.0,1260386816.0,-7032.9,7.49,2.99,23.49,18207.0,12.42,11.68,12.61,1590015.5,--  ,5.78,250.0,0.0007,2.72,9.75,0.911㈡,4.08,4119.0,0.0,0.0,        423.29亿,344702.0,-0.4,356745.0,银行,3827779.25,139854.0,443753.59,49.27,0.0,900746.13,0.0,20150828.0,94.2,1.05,--  
002143,印纪传媒,        281.40亿,0.0,0.0,20070720.0,182.0,22.46万,8828.0,22.77,-2168.0,1.43,30406.0,21487.85,25.91,         17.61㈡,122009.32,16.37,28773.02,7.0,1681.56,四川,24.22,21220.0,40681.59,24781.65,23.06,206.86,65.48,33.94,100189.65,8.86,19230.1,110614.63,238407.09,125044440.0,0.0,15.55,4.47,-31.25,648.82,23.6,21.77,25.44,107216.27,--  ,51.18,35.0,0.003,-0.02,1.1,0.194㈡,0.97,1486.0,90616.11,231004.91,         29.38亿,11550.62,0.63,22005.1,影视音像,13603.82,13084.0,22400.98,27.01,49287.1,82924.11,0.0,20150722.0,38.43,1.3,40.56
002144,宏达高科,         30.77亿,0.0,0.0,20070803.0,38.0,10.22万,5869.0,17.5,68705.61,1.06,33371.0,11857.05,46.21,          6.55㈡,180951.77,58.63,13712.92,472.0,25473.45,浙江,17.88,31524.0,6716.22,0.0,1.7,-234.32,12.98,11.99,14627.8,-4.93,-2299.95,17676.25,213727.22,116008672.0,12877.45,11.12,5.0,6.13,4989.35,18.52,17.21,19.27,41215.65,--  ,84.66,28.0,0.0022,3.89,10.24,0.671㈡,2.33,2285.0,20941.42,60377.51,         22.61亿,12985.04,0.0,11855.38,纺织,-1313.37,22124.0,13637.48,53.15,19106.06,25657.9,0.0,20150827.0,15.34,0.68,25.54
002145,中核钛白,         40.87亿,0.0,0.0,20070803.0,11.0,7.18万,8083.0,8.73,109677.47,0.84,71088.0,2054.36,2.22,          1.15㈡,178287.38,68.24,3468.71,431.0,136970.27,甘肃,9.13,84509.0,44998.46,0.0,2.29,-27.98,99.48,4.42,41761.95,-3.25,985.62,46030.26,427315.94,142042144.0,346.5,12.72,7.14,11.14,19852.73,9.28,8.52,9.7,19246.11,--  ,41.72,48.0,0.0022,2.38,3.87,0.045㈡,0.42,3251.0,226907.8,171188.59,         19.36亿,21799.07,-0.22,2054.36,化工原料,-14611.11,26970.0,3312.11,3.58,69635.0,92539.18,0.0,20150820.0,58.28,0.73,24.75
002146,荣盛发展,        337.67亿,0.0,0.0,20070808.0,117446.0,25.47万,28848.0,8.25,29712.58,1.31,491677.0,103799.09,11.34,          7.24㈡,1434595.0,-24.84,134823.22,750.0,102076.6,河北,8.67,375053.0,5821238.5,101095.61,2.35,-21.6,16.27,3.69,25012.72,3.02,30460.43,382408.47,8391087.0,751107904.0,1301.65,10.05,2.58,-10.02,16575.67,8.66,8.11,8.98,863617.38,--  ,17.1,224.0,0.0007,0.08,3.76,0.271㈡,2.26,3877.0,5526837.5,7958558.5,        296.28亿,335541.47,0.11,106728.92,全国地产,-156361.52,116314.0,133798.77,14.62,640132.5,915221.63,3.76,20150824.0,81.7,1.42,30.06
002147,方圆支承,         46.28亿,0.0,0.0,20070808.0,0.0,22.22万,12413.0,--  ,40143.37,--  ,0.0,-1776.81,-15.63,         -2.20㈡,80923.15,-560.06,-1957.68,0.0,59106.5,安徽,17.9,0.0,13904.1,4651.0,5.72,-277.97,--  ,40.7,22669.76,1.06,-404.0,25852.17,135688.67,0.0,692.92,0.0,0.0,-45.2,9445.67,17.9,--  ,--  ,11082.99,--  ,59.64,--  ,--  ,1.55,3.13,-0.069㈡,0.43,0.0,49332.95,45970.48,         39.17亿,21880.67,--  ,-1957.03,机械基件,-1664.76,17627.0,-2126.23,-18.7,9506.65,11369.46,0.0,20150824.0,36.93,0.0,16.38
002148,北纬通信,         27.45亿,0.0,0.0,20070810.0,544.0,6.13万,5716.0,10.51,51014.46,0.88,53580.0,-284.36,-2.98,         -0.28㈡,102158.11,-118.18,-493.98,880.0,4379.96,北京,11.01,60811.0,298.07,386.4,2.69,-185.58,--  ,28.77,9732.62,-3.73,-9124.7,25585.28,110251.51,125979840.0,1523.7,14.29,5.64,-20.84,36.79,11.27,10.3,11.91,22035.1,--  ,92.66,42.0,0.0021,1.99,3.99,-0.020㈡,0.86,2699.0,7706.99,52264.62,         21.76亿,20280.1,0.09,-439.73,互联网,-1479.27,35480.0,-997.32,-10.45,5874.85,9543.42,0.0,20150731.0,6.99,0.89,38.44
002149,西部材料,         23.44亿,0.0,0.0,20070810.0,54.0,18.38万,13699.0,13.2,55943.45,1.11,18499.0,-5305.41,-9.5,         -6.40㈡,82834.56,-2916.77,-4639.2,37.0,128252.42,陕西,13.97,16722.0,57783.05,18076.74,2.83,42.08,--  ,4.2,31639.55,-4.63,480.31,17463.0,292226.91,49193136.0,0.0,19.33,2.02,-17.16,17545.15,14.23,12.9,15.65,4950.35,--  ,28.35,26.0,0.0015,3.2,4.74,-0.304㈡,0.28,1377.0,121146.61,122404.97,         23.44亿,17463.0,-0.59,-4733.58,小金属,5568.6,12748.0,-5652.16,-10.13,50561.81,55823.53,0.0,20150725.0,65.47,0.76,9.43
002150,通润装备,         22.02亿,0.0,0.0,20070810.0,241.0,14.60万,16593.0,7.88,4534.43,0.88,17628.0,3048.78,6.61,          5.21㈡,58479.8,5.32,4289.15,98.0,26171.57,江苏,8.28,20101.0,17816.28,1514.31,3.76,106.96,36.11,4.78,21242.42,7.34,-107.74,25020.0,92814.03,31225804.0,0.0,13.29,1.51,-1.57,4750.5,8.28,7.7,8.8,24238.92,--  ,63.01,33.0,0.0013,0.18,2.34,0.122㈡,0.97,1127.0,32729.72,60361.13,         22.02亿,25020.0,6.4,3248.7,机械基件,2058.48,15079.0,4204.47,9.12,35643.8,46105.21,0.0,20150825.0,35.36,1.04,22.69
002151,北斗星通,        159.37亿,0.0,0.0,20070813.0,0.0,18.58万,3424.0,--  ,71022.11,--  ,0.0,-2763.75,-8.71,         -2.44㈡,113194.32,-224.05,-2430.05,0.0,39131.15,北京,54.26,0.0,29618.0,14082.59,14.08,-126.27,--  ,50.24,42657.35,1.06,-9900.44,29370.94,181670.05,0.0,-36.66,0.0,0.0,-11.19,27450.34,54.26,--  ,--  ,16239.38,--  ,62.31,--  ,--  ,2.42,3.85,-0.120㈡,0.55,0.0,40147.48,101197.17,         73.39亿,13525.03,--  ,-2607.43,通信设备,-12621.32,39496.0,-3678.71,-11.6,22561.32,31721.61,0.0,20150826.0,29.94,0.0,28.88
002152,广电运通,        207.13亿,0.0,0.0,20070813.0,45.0,67.01万,29008.0,22.5,18096.71,0.99,60172.0,34513.62,25.46,          8.73㈡,395527.03,6.18,39669.62,714.0,55028.5,广东,23.57,61084.0,234292.22,21189.8,5.24,-29.35,30.01,15.28,65355.31,-3.01,-101901.86,89668.47,610327.81,285856512.0,3437.12,15.7,1.4,23.15,9225.37,24.08,21.75,25.53,247729.97,--  ,64.81,36.0,0.0004,0.2,4.41,0.385㈡,2.76,3385.0,189206.56,517329.16,        199.38亿,86309.84,-0.04,35190.12,电脑设备,-70569.75,29754.0,30309.95,22.36,64722.4,135570.63,0.0,20150829.0,31.72,0.88,52.26
002153,石基信息,        297.50亿,0.0,0.0,20070813.0,13470.0,187.35万,19467.0,86.1,0.0,1.81,17275.0,17340.22,19.14,          8.57㈡,202339.02,2.34,18963.71,24.0,36662.89,北京,93.29,9522.0,25115.1,3246.11,14.7,752.64,85.78,32.84,31434.3,6.68,-46644.12,30912.0,256706.8,249997488.0,1275.95,14.69,1.64,-12.52,13518.3,91.12,83.06,96.45,170798.05,--  ,78.82,13.0,0.0008,0.0,6.55,0.561㈡,5.53,2110.0,44689.55,139182.69,        156.92亿,16305.36,0.03,17937.49,软件服务,3952.71,8376.0,15906.87,17.56,52632.4,90593.0,0.0,20150829.0,19.91,1.18,41.9
002154,报 喜 鸟,         63.41亿,0.0,0.0,20070816.0,1683.0,5.37万,9919.0,5.39,5389.2,1.07,177470.0,7519.92,7.49,          2.71㈡,277245.94,12.08,9384.49,1386.0,113473.6,浙江,5.56,165642.0,106704.38,0.0,2.29,1744.56,42.16,6.31,42448.89,-2.85,-8979.67,117201.88,444721.81,190938768.0,-9.81,12.43,3.21,0.56,9720.76,5.63,5.23,5.93,136789.69,--  ,62.34,92.0,0.0009,0.05,2.37,0.130㈡,1.17,3722.0,100658.15,192831.16,         57.89亿,106999.13,-0.73,7519.92,服饰,363.45,107878.0,8844.99,8.81,41394.35,100449.72,0.0,20150827.0,37.66,0.67,58.79
002155,湖南黄金,         88.17亿,0.0,0.0,20070816.0,65.0,8.05万,10339.0,7.32,56817.13,1.37,170878.0,1641.59,0.56,          0.49㈡,338259.94,-75.82,188.75,1002.0,192281.5,湖南,7.58,125007.0,46068.2,4402.39,2.61,39.54,268.56,3.01,15705.36,1.45,-4256.56,113186.4,561216.94,224292096.0,-218.31,7.86,2.97,6.59,56381.01,7.76,7.22,7.83,140951.48,--  ,60.27,89.0,0.0009,0.5,2.99,0.015㈡,1.25,3309.0,156187.48,161347.81,         77.59亿,99605.29,0.12,1034.3,黄金,22301.22,96343.0,-203.83,-0.07,256365.55,292678.66,0.0,20150820.0,38.94,1.03,12.41
002156,通富微电,        130.78亿,0.0,0.0,20070816.0,0.0,23.98万,13717.0,--  ,225065.27,--  ,0.0,8412.51,7.58,          2.27㈡,369920.44,70.24,9333.62,0.0,241969.77,江苏,17.48,0.0,31267.01,0.0,3.54,134.47,77.73,11.78,43343.26,1.06,28489.7,74817.7,551668.06,0.0,-20.52,0.0,0.0,13.42,9461.46,17.48,--  ,--  ,61767.85,--  ,67.05,--  ,--  ,3.01,4.94,0.120㈡,0.83,0.0,119548.72,272565.84,        113.60亿,64986.67,--  ,8412.51,半导体,9725.61,47377.0,3943.96,3.55,85945.42,111015.51,0.0,20150824.0,32.95,0.0,22.58
002157,正邦科技,         83.36亿,0.0,0.0,20070817.0,604.0,20.21万,14667.0,14.03,103768.03,0.86,45341.0,639.95,0.08,          0.32㈡,201649.11,104.4,-293.0,5.0,312879.38,江西,14.45,52790.0,146880.61,40572.71,4.13,31.44,651.32,1.0,20455.92,-8.1,39962.9,60495.66,798788.38,141831248.0,23.66,13.45,2.54,10.3,22676.25,15.17,13.75,15.79,34999.39,--  ,25.24,34.0,0.0009,1.72,3.33,0.011㈡,0.58,2850.0,325550.31,302659.03,         53.22亿,38622.83,-0.43,-897.9,饲料,26514.02,26333.0,-3635.48,-0.44,781837.5,833208.81,0.0,20150827.0,69.68,0.93,6.17
002158,汉钟精机,         41.22亿,0.0,0.0,20070817.0,165.0,35.85万,25623.0,13.97,96745.86,1.21,14594.0,7729.96,18.44,          4.39㈡,175964.67,-9.91,8720.96,435.0,23527.96,上海,14.23,12102.0,15616.67,0.0,2.34,58.18,26.66,9.84,17441.67,-2.79,87148.53,29465.61,216307.2,37992592.0,746.71,9.55,1.01,-11.37,5278.65,14.55,13.61,15.0,39742.89,--  ,81.35,26.0,0.001,3.28,5.97,0.290㈡,1.35,1010.0,38429.51,173811.09,         36.92亿,26387.0,-0.14,7729.96,工程机械,7085.17,10298.0,8500.23,20.28,27467.56,41911.14,0.0,20150823.0,18.65,0.64,34.46
002159,三特索道,         27.18亿,0.0,0.0,20070817.0,12.0,35.70万,18213.0,19.75,54215.92,0.95,13731.0,-2931.45,-17.06,         -3.31㈡,88554.53,-7.22,-1534.75,121.0,78432.09,湖北,20.52,14519.0,6795.22,22634.17,3.07,-290.9,--  ,15.82,752.39,-7.14,-8648.71,13866.66,216280.45,57964184.0,-517.16,12.65,2.36,11.55,4052.0,21.35,19.3,22.0,14522.02,--  ,40.94,27.0,0.0023,3.91,6.39,-0.211㈡,1.05,1028.0,79489.11,48999.12,         23.50亿,11987.5,-1.99,-2735.11,旅游景点,-934.3,6582.0,-1673.11,-9.74,9500.71,17183.56,0.0,20150829.0,48.59,0.48,44.71
002160,常铝股份,         48.23亿,0.0,0.0,20070821.0,456.0,6.48万,8555.0,7.28,158573.31,0.87,36881.0,4786.85,3.81,          2.10㈡,228193.84,454.18,5262.25,200.0,105530.92,江苏,7.77,42281.0,69072.5,0.0,2.11,24.34,50.37,3.84,58941.95,-1.64,11417.5,63624.55,464796.75,61532768.0,16.2,13.22,2.44,17.48,17638.31,7.79,7.25,8.28,3342.95,--  ,49.1,36.0,0.0011,2.49,3.59,0.090㈡,0.05,2212.0,229759.55,211414.95,         24.61亿,32469.63,-0.78,4786.85,铝,19816.59,37955.0,4931.75,3.92,101035.06,125750.9,0.0,20150828.0,50.9,0.76,19.65
